player_id,matches_count,wins_count,easy_wins_count,defeated_count,easy_defeated_count,tied,score,player_name,email,country,last_login,level
HF9F3543,22.0,9.0,6.0,13.0,8.0,0.0,0.4090909090909091,Elliott Guion,elliott.guion@gmail.com,Zambia,2020-12-16,advanced
WJ9P5318,15.0,10.0,7.0,5.0,3.0,0.0,0.6666666666666666,Merna Dykes,dykes.m@yahoo.com,Andorra,2020-11-22,intermediate
WH7U8492,21.0,18.0,7.0,3.0,1.0,0.0,0.8571428571428571,Risa Uecker,risa.uecker@yahoo.com,Guyana,2020-12-30,intermediate
HR7Z5459,20.0,9.0,8.0,10.0,5.0,1.0,0.4666666666666667,Lilli Saragosa,lilli_s@yahoo.com,Sri Lanka,2020-11-28,expert
ED3H6944,21.0,9.0,6.0,12.0,5.0,0.0,0.42857142857142855,Orpha Locklin,locklin_orpha@gmail.com,Nauru,2020-10-15,beginner
UE7S7212,22.0,9.0,7.0,13.0,10.0,0.0,0.4090909090909091,Devona Pascarella,pascarella.d@gmail.com,Equatorial Guinea,2020-12-15,advanced
GT3R2739,21.0,8.0,4.0,13.0,5.0,0.0,0.3809523809523809,Wiley Masser,wiley.m@gmail.com,Belize,2020-12-10,beginner
YT3V4686,22.0,9.0,5.0,13.0,9.0,0.0,0.4090909090909091,Inell Guidi,guidi.inell@gmail.com,Guyana,2020-12-20,advanced
QZ2P9717,17.0,9.0,6.0,8.0,5.0,0.0,0.5294117647058824,Phebe Danford,phebe_danford@yahoo.com,Mauritius,2020-12-03,intermediate
MR3C7483,12.0,5.0,3.0,7.0,6.0,0.0,0.4166666666666667,Cheyenne Dusenberry,dusenberry_c@gmail.com,Mozambique,2020-12-31,beginner
PN5R2595,22.0,14.0,9.0,8.0,5.0,0.0,0.6363636363636364,Rafaela Malone,rafaela.malone@gmail.com,Botswana,2020-12-30,expert
UT9L7396,26.0,16.0,11.0,10.0,5.0,0.0,0.6153846153846154,Krystle Frisbie,frisbie_krystle@gmail.com,Togo,2020-12-30,expert
EH1B2775,26.0,14.0,9.0,12.0,10.0,0.0,0.5384615384615384,Jacqueline Ristau,ristau.j@yahoo.com,Bulgaria,2020-12-28,advanced
LK1V6934,20.0,9.0,4.0,11.0,8.0,0.0,0.45,Leonie Hass,leonie_hass@yahoo.com,Bangladesh,2020-12-24,beginner
MG9O7713,23.0,9.0,3.0,14.0,10.0,0.0,0.39130434782608703,Coretta Noack,coretta_n@gmail.com,Guyana,2020-10-16,advanced
WW3P4814,21.0,10.0,8.0,11.0,9.0,0.0,0.4761904761904762,Alycia Westphal,westphal.a@gmail.com,Myanmar (Burma),2020-12-11,advanced
QI5A5188,18.0,10.0,5.0,8.0,7.0,0.0,0.5555555555555556,Argelia Charron,argelia.charron@yahoo.com,United Kingdom,2020-12-12,beginner
CF0K6668,23.0,12.0,4.0,11.0,9.0,0.0,0.5217391304347826,Shaquana Mullis,shaquana.m@gmail.com,Azerbaijan,2020-11-29,advanced
HY4U1185,16.0,8.0,6.0,8.0,3.0,0.0,0.5,Natisha Tart,natisha_tart@gmail.com,Syria,2020-11-06,intermediate
GN3Q4328,27.0,10.0,7.0,17.0,9.0,0.0,0.3703703703703704,Vi Murga,vi.murga@yahoo.com,Malta,2020-12-30,advanced
PJ5U7919,19.0,12.0,7.0,7.0,6.0,0.0,0.631578947368421,Bertie Backer,backer.b@gmail.com,Turkey,2020-12-21,expert
QI2L2521,19.0,9.0,6.0,10.0,7.0,0.0,0.4736842105263158,Sheridan Hartson,hartson_sheridan@yahoo.com,Indonesia,2020-11-03,beginner
TE4H9918,15.0,9.0,8.0,6.0,3.0,0.0,0.6,Lou Romaine,romaine.l@yahoo.com,Eswatini,2020-12-22,intermediate
AB2O5124,14.0,7.0,2.0,7.0,6.0,0.0,0.5,Lenard Brickman,lenard.b@gmail.com,Dominican Republic,2020-12-14,beginner
GA6X3759,20.0,10.0,6.0,10.0,8.0,0.0,0.5,Agnes Bickers,agnes_bickers@yahoo.com,Chad,2020-07-16,advanced
DI5W4327,16.0,9.0,6.0,7.0,4.0,0.0,0.5625,Florencio Morel,florencio_m@yahoo.com,Poland,2020-12-28,intermediate
PJ4T5721,16.0,9.0,4.0,7.0,4.0,0.0,0.5625,Chia Clow,chia_clow@yahoo.com,Guinea-Bissau,2020-12-24,intermediate
CK2N8997,24.0,9.0,5.0,15.0,9.0,0.0,0.375,Evangelina Morganti,evangelina_m@gmail.com,Spain,2020-12-14,advanced
LA2L5142,21.0,11.0,8.0,10.0,6.0,0.0,0.5238095238095238,Sook Lewellyn,lewellyn.sook@gmail.com,Thailand,2020-12-02,expert
BD7Z8494,21.0,12.0,6.0,9.0,6.0,0.0,0.5714285714285714,Micheline Lupi,lupi_m@yahoo.com,Tuvalu,2020-11-24,expert
DG2Y6199,21.0,10.0,5.0,10.0,6.0,1.0,0.49206349206349204,Morgan Montgomery,montgomery.m@yahoo.com,Ghana,2020-11-23,beginner
NF3B6952,13.0,6.0,3.0,7.0,5.0,0.0,0.4615384615384616,Leida Walborn,leida_walborn@gmail.com,Indonesia,2020-12-28,beginner
OQ9Z8926,24.0,12.0,9.0,12.0,9.0,0.0,0.5,Catheryn Brickhouse,brickhouse.catheryn@gmail.com,Myanmar (Burma),2020-12-28,advanced
UQ8K6965,22.0,11.0,5.0,11.0,5.0,0.0,0.5,Alleen Byer,byer.alleen@gmail.com,Iceland,2020-11-12,beginner
PD9J7191,20.0,10.0,8.0,10.0,7.0,0.0,0.5,Thea Browner,browner.thea@gmail.com,Sri Lanka,2020-11-14,expert
BD5Z6185,24.0,13.0,5.0,11.0,4.0,0.0,0.5416666666666666,Jonelle Sipos,sipos_j@yahoo.com,United States,2020-12-28,expert
ZW8R4214,21.0,11.0,6.0,10.0,6.0,0.0,0.5238095238095238,Azalee Jacko,azalee.jacko@yahoo.com,Trinidad and Tobago,2020-12-21,expert
JV7L4552,15.0,7.0,5.0,7.0,7.0,1.0,0.4888888888888889,Yen Wiese,wiese_y@yahoo.com,Saint Kitts and Nevis,2020-12-12,beginner
IB6P5831,29.0,14.0,11.0,15.0,11.0,0.0,0.4827586206896552,Brooks Mcdowell,#VALUE!,Belarus,2020-12-03,advanced
RI0X2153,17.0,8.0,5.0,9.0,5.0,0.0,0.4705882352941176,Kenneth Winfrey,#VALUE!,Zimbabwe,2020-12-30,beginner
YP8X7284,18.0,7.0,4.0,11.0,4.0,0.0,0.3888888888888889,Rosie Vanalstyne,#VALUE!,San Marino,2020-12-07,beginner
JE0K7554,18.0,9.0,4.0,9.0,4.0,0.0,0.5,Maggie Slaymaker,#VALUE!,Dominican Republic,2020-12-28,intermediate
HN1C8125,21.0,10.0,8.0,10.0,6.0,1.0,0.49206349206349204,Gregory Sandiford,#VALUE!,Benin,2020-12-24,expert
ZW4L3376,24.0,13.0,10.0,10.0,8.0,1.0,0.5555555555555556,Bernadette Pippen,#VALUE!,Kyrgyzstan,2020-12-28,expert
SD2K6397,17.0,7.0,4.0,9.0,6.0,1.0,0.4313725490196079,Rosamond Whitmarsh,#VALUE!,Albania,2020-12-18,beginner
IH8E2251,27.0,12.0,10.0,14.0,8.0,1.0,0.4567901234567901,Zachary Barrie,#VALUE!,San Marino,2020-12-21,expert
MG4W1489,15.0,6.0,4.0,9.0,8.0,0.0,0.4,Hazel Lindow,#VALUE!,Spain,2020-12-01,beginner
HN0J5258,25.0,12.0,9.0,13.0,9.0,0.0,0.48,Latoyia Leavitt,#VALUE!,Barbados,2020-12-21,advanced
RN6T7454,22.0,9.0,8.0,12.0,6.0,1.0,0.42424242424242425,Merilyn Beres,#VALUE!,Marshall Islands,2020-12-07,expert
EK4P2961,12.0,4.0,2.0,8.0,6.0,0.0,0.3333333333333333,Nickie Dunkle,#VALUE!,Spain,2020-12-29,beginner
HR0S5173,13.0,7.0,6.0,6.0,2.0,0.0,0.5384615384615384,Corie Celestine,#VALUE!,Equatorial Guinea,2020-12-20,intermediate
WS7Q8123,17.0,10.0,5.0,7.0,4.0,0.0,0.5882352941176471,Darin Arguello,#VALUE!,"Korea, North",2020-08-23,intermediate
DU9U1476,19.0,6.0,2.0,13.0,9.0,0.0,0.3157894736842105,Daniel Almeida,#VALUE!,Malta,2020-12-27,beginner
ZB7D9292,27.0,16.0,8.0,11.0,5.0,0.0,0.5925925925925926,Delorse Mcbean,#VALUE!,Benin,2020-12-06,expert
HH9F4874,20.0,10.0,6.0,10.0,4.0,0.0,0.5,Tabitha Strang,#VALUE!,Mauritania,2020-07-20,intermediate
ZM7V2467,24.0,14.0,10.0,10.0,8.0,0.0,0.5833333333333334,Gale Boyles,#VALUE!,Libya,2020-12-29,expert
UR7V2666,26.0,17.0,12.0,9.0,4.0,0.0,0.6538461538461539,Paulene Willette,#VALUE!,"Sudan, South",2020-12-22,expert
XP1Z2155,21.0,11.0,7.0,10.0,9.0,0.0,0.5238095238095238,Jacqulyn Stancil,#VALUE!,Togo,2020-12-26,advanced
BK4C3978,27.0,11.0,8.0,16.0,9.0,0.0,0.4074074074074074,Renato Christo,#VALUE!,Guinea,2020-12-23,advanced
ZM6C7439,24.0,12.0,8.0,12.0,7.0,0.0,0.5,Rasheeda Gundlach,#VALUE!,Portugal,2020-11-29,expert
UX0E2285,28.0,16.0,11.0,11.0,8.0,1.0,0.5833333333333334,Shizue Ribera,#VALUE!,Canada,2020-11-17,expert
YJ3I2276,21.0,15.0,8.0,6.0,4.0,0.0,0.7142857142857143,Deanne Ulrich,#VALUE!,Central African Republic,2020-11-08,expert
OK4T8317,18.0,9.0,7.0,9.0,6.0,0.0,0.5,Irene Wisener,#VALUE!,Colombia,2020-09-20,intermediate
RO2R9919,27.0,17.0,12.0,10.0,8.0,0.0,0.6296296296296297,Robbi Brickner,#VALUE!,Lebanon,2020-12-18,expert
ZC2E4976,22.0,12.0,9.0,10.0,4.0,0.0,0.5454545454545454,Reba Smyth,#VALUE!,Kazakhstan,2020-12-29,expert
NF0B9518,9.0,5.0,2.0,4.0,2.0,0.0,0.5555555555555556,Kristian Welch,#VALUE!,Malaysia,2020-09-12,intermediate
UR6V8716,22.0,15.0,11.0,7.0,2.0,0.0,0.6818181818181818,Margie Raatz,#VALUE!,Saint Kitts and Nevis,2020-12-30,expert
CR3P6953,17.0,7.0,5.0,10.0,6.0,0.0,0.4117647058823529,Valery Merrit,#VALUE!,Guyana,2020-12-29,beginner
KX2T2728,31.0,15.0,8.0,16.0,11.0,0.0,0.4838709677419355,Kasi Musgrove,#VALUE!,Croatia,2020-11-30,advanced
GO4I7112,25.0,11.0,6.0,14.0,9.0,0.0,0.44,Flossie Ortmann,#VALUE!,India,2020-11-22,advanced
GX3L5258,24.0,11.0,7.0,13.0,7.0,0.0,0.4583333333333333,Maragret Giraldo,#VALUE!,Haiti,2020-12-02,advanced
IU2W8759,24.0,12.0,3.0,12.0,6.0,0.0,0.5,Nicolas Gadson,#VALUE!,Togo,2020-12-04,beginner
AP6V9816,19.0,8.0,5.0,10.0,6.0,1.0,0.43859649122807015,Eugena Montufar,#VALUE!,Ghana,2020-10-31,beginner
EG4L6513,16.0,8.0,5.0,7.0,3.0,1.0,0.5208333333333334,Estelle Grieves,#VALUE!,Spain,2020-12-14,intermediate
GW1Y9994,10.0,7.0,4.0,3.0,1.0,0.0,0.7,Doloris Wineinger,#VALUE!,Saint Kitts and Nevis,2020-08-28,intermediate
KH1E5885,25.0,10.0,8.0,15.0,11.0,0.0,0.4,Torie Hebb,#VALUE!,Equatorial Guinea,2020-12-24,advanced
HK5A3433,15.0,10.0,8.0,5.0,4.0,0.0,0.6666666666666666,Maricela Caughman,#VALUE!,Azerbaijan,2020-12-03,intermediate
GD8D7329,25.0,13.0,6.0,12.0,9.0,0.0,0.52,Coleen Roddy,#VALUE!,Ecuador,2020-09-23,advanced
NA8O4418,19.0,15.0,10.0,4.0,3.0,0.0,0.7894736842105263,Kristle Ruggeri,#VALUE!,Vatican City,2020-11-04,expert
WO0Y6923,26.0,12.0,7.0,14.0,6.0,0.0,0.4615384615384616,Otto Ruggerio,#VALUE!,Colombia,2020-11-14,expert
NW5A3941,25.0,14.0,9.0,10.0,6.0,1.0,0.5733333333333334,Quinn Maclean,#VALUE!,The Gambia,2020-12-11,expert
YY8L6775,23.0,9.0,5.0,14.0,7.0,0.0,0.39130434782608703,Christena Frandsen,#VALUE!,Vietnam,2020-11-13,advanced
TN4Q8644,23.0,12.0,7.0,11.0,4.0,0.0,0.5217391304347826,Ardelle Mahler,#VALUE!,Haiti,2020-12-14,expert
NG8X8689,15.0,7.0,4.0,8.0,5.0,0.0,0.4666666666666667,Bridgette Secrist,#VALUE!,Palau,2020-12-15,beginner
ND4J4613,14.0,12.0,5.0,2.0,1.0,0.0,0.8571428571428571,Dara Heffron,#VALUE!,Singapore,2020-11-13,intermediate
XM1P2737,16.0,7.0,5.0,9.0,7.0,0.0,0.4375,Kathi Ullery,#VALUE!,Belize,2020-12-30,beginner
SE9M9568,27.0,12.0,8.0,15.0,11.0,0.0,0.4444444444444444,Lanora Caylor,#VALUE!,Spain,2020-12-16,advanced
HQ6X5673,23.0,15.0,11.0,8.0,3.0,0.0,0.6521739130434783,Wilhemina Claar,#VALUE!,Sierra Leone,2020-12-29,expert
MT2I2167,20.0,12.0,9.0,8.0,5.0,0.0,0.6,Randall Hubbard,hubbard_randall@gmail.com,Equatorial Guinea,2020-12-25,expert
XZ7E3546,22.0,14.0,12.0,8.0,5.0,0.0,0.6363636363636364,Abel Shields,shields_a@yahoo.com,Advertisement,2020-12-10,expert
UN3T4639,18.0,9.0,6.0,9.0,9.0,0.0,0.5,Trevin Perry,trevin_p@outlook.com,Serbia,2020-12-10,advanced
YW6Z9326,17.0,6.0,5.0,11.0,6.0,0.0,0.35294117647058826,Lorenzo Anderson,anderson_lorenzo@aol.com,Ethiopia,2020-10-31,beginner
XK1V8354,28.0,11.0,5.0,17.0,12.0,0.0,0.3928571428571429,Tabitha Bartlett,bartlett_tabitha@gmail.com,Paraguay,2020-12-29,advanced
EJ4E1469,16.0,9.0,4.0,7.0,4.0,0.0,0.5625,Cory Mullen,mullen_cory@gmail.com,Poland,2020-11-17,intermediate
OT8N3465,19.0,7.0,6.0,12.0,7.0,0.0,0.3684210526315789,Yosef Carpenter,carpenter.yosef@gmail.com,Gabon,2020-11-24,beginner
QV9F8256,21.0,10.0,5.0,10.0,5.0,1.0,0.49206349206349204,Alanna Sherman,alanna.sherman@outlook.com,Saint Lucia,2020-12-10,beginner
VP1X5134,31.0,12.0,7.0,19.0,8.0,0.0,0.3870967741935484,Mason Jordan,mason_jordan@gmail.com,Kazakhstan,2020-10-17,advanced
TE7R5764,35.0,19.0,10.0,16.0,8.0,0.0,0.5428571428571428,Trace Woodard,woodard_trace@yahoo.com,Thailand,2020-11-14,expert
UC0L9754,28.0,15.0,8.0,13.0,7.0,0.0,0.5357142857142857,Maci Owens,owens_m@yahoo.com,Lithuania,2020-11-30,expert
JV1U2354,16.0,5.0,5.0,11.0,8.0,0.0,0.3125,Gerardo Archer,gerardo_archer@aol.com,Lithuania,2020-12-22,beginner
VS1I3815,25.0,18.0,10.0,7.0,2.0,0.0,0.72,Danika Price,danika.price@gmail.com,Albania,2020-12-27,expert
SL5X4871,23.0,12.0,6.0,11.0,6.0,0.0,0.5217391304347826,Autumn Davidson,autumn.d@yahoo.com,Namibia,2020-11-06,expert
GJ8Q5125,26.0,11.0,7.0,15.0,9.0,0.0,0.4230769230769231,Gilbert Cortez,gilbert.cortez@yahoo.com,United States,2020-11-22,advanced
CM4O1154,23.0,13.0,7.0,10.0,6.0,0.0,0.5652173913043478,Karly Henderson,karly.h@gmail.com,Georgia,2020-12-16,expert
HJ1R3672,20.0,12.0,9.0,8.0,4.0,0.0,0.6,Leandro Mason,leandro_mason@gmail.com,Cabo Verde,2020-12-31,expert
QI1P5619,22.0,11.0,7.0,11.0,9.0,0.0,0.5,Angel Ferrell,angel_ferrell@yahoo.com,Senegal,2020-12-24,advanced
JR9P7214,21.0,10.0,5.0,11.0,6.0,0.0,0.4761904761904762,Jakob Fowler,jakob_fowler@gmail.com,Belarus,2020-12-17,beginner
LZ6Q5989,12.0,8.0,4.0,4.0,0.0,0.0,0.6666666666666666,Micah Zavala,zavala.micah@gmail.com,Zambia,2020-09-04,intermediate
QI7F9961,23.0,11.0,10.0,12.0,7.0,0.0,0.4782608695652174,Troy Lindsey,lindsey_t@yahoo.com,Togo,2020-12-13,expert
ST3Y7298,22.0,13.0,9.0,8.0,4.0,1.0,0.6060606060606061,Dixie Swanson,swanson.dixie@yahoo.com,Saint Lucia,2020-11-20,expert
MV9T2798,23.0,10.0,6.0,13.0,10.0,0.0,0.43478260869565216,Katelynn Hodges,hodges.katelynn@aol.com,Chad,2020-11-13,advanced
JC9Z2229,16.0,5.0,3.0,11.0,6.0,0.0,0.3125,Amare Whitehead,whitehead.a@yahoo.com,Zambia,2020-10-26,beginner
ZN7P4574,25.0,12.0,6.0,13.0,7.0,0.0,0.48,Haylie Conrad,haylie.c@gmail.com,Haiti,2020-12-29,advanced
JW7J8986,19.0,12.0,7.0,7.0,5.0,0.0,0.631578947368421,Marlene Calhoun,marlene_c@outlook.com,Guinea,2020-12-22,intermediate
SX0E4878,15.0,8.0,7.0,7.0,2.0,0.0,0.5333333333333333,Laila Pratt,pratt.l@yahoo.com,Gabon,2020-11-24,intermediate
YQ3E2196,24.0,14.0,12.0,10.0,5.0,0.0,0.5833333333333334,Mitchell Gates,mitchell_gates@gmail.com,Myanmar (Burma),2020-11-14,expert
WS6H3588,22.0,10.0,6.0,12.0,6.0,0.0,0.4545454545454545,Vivian Mckay,vivian.mckay@aol.com,Iraq,2020-11-20,beginner
PN9F6825,19.0,12.0,7.0,7.0,4.0,0.0,0.631578947368421,Antonio Davies,davies.a@yahoo.com,Laos,2020-11-21,intermediate
MP1X9818,14.0,7.0,3.0,7.0,4.0,0.0,0.5,Kaelyn Shepard,shepard_k@gmail.com,Indonesia,2020-10-15,beginner
UJ3A3761,23.0,11.0,8.0,12.0,7.0,0.0,0.4782608695652174,Alex Wyatt,wyatt.a@yahoo.com,Mongolia,2020-12-24,expert
NA4P8634,20.0,9.0,5.0,11.0,7.0,0.0,0.45,Christopher Mcdowell,christopher.mcdowell@aol.com,Paraguay,2020-12-19,beginner
YM1D9132,18.0,9.0,8.0,9.0,6.0,0.0,0.5,Stanley Gonzales,gonzales_stanley@yahoo.com,Jamaica,2020-12-26,expert
OM1K2949,13.0,8.0,5.0,5.0,4.0,0.0,0.6153846153846154,Adrianna Allison,adrianna_allison@gmail.com,Singapore,2020-11-28,intermediate
SA6J1694,17.0,12.0,9.0,5.0,4.0,0.0,0.7058823529411765,Carley Lam,carley_l@yahoo.com,Belgium,2020-11-02,intermediate
NR6I2237,21.0,13.0,8.0,8.0,6.0,0.0,0.6190476190476191,Kane Hill,kane_h@gmail.com,Vietnam,2020-12-12,expert
EM4Y3318,21.0,8.0,5.0,12.0,6.0,1.0,0.3968253968253968,Ariana Jensen,jensen.ariana@aol.com,Germany,2020-12-22,beginner
VB2Z2661,18.0,8.0,7.0,10.0,7.0,0.0,0.4444444444444444,Kristian Dorsey,dorsey.k@yahoo.com,Luxembourg,2020-11-24,beginner
GD1N5779,26.0,12.0,7.0,14.0,9.0,0.0,0.4615384615384616,Hassan Austin,hassan.austin@yahoo.com,United Arab Emirates,2020-11-18,advanced
GT9R3985,19.0,10.0,9.0,9.0,6.0,0.0,0.5263157894736842,Kelly Hampton,hampton.kelly@gmail.com,Zambia,2020-10-09,expert
YK8R4831,27.0,12.0,6.0,15.0,9.0,0.0,0.4444444444444444,Bryanna Padilla,bryanna.p@gmail.com,Suriname,2020-11-26,advanced
DU8L8297,28.0,16.0,10.0,12.0,10.0,0.0,0.5714285714285714,Terrance Ball,ball.terrance@yahoo.com,South Africa,2020-12-21,expert
NL9K7331,27.0,15.0,12.0,12.0,6.0,0.0,0.5555555555555556,Khloe Carey,carey.k@outlook.com,Vatican City,2020-11-20,expert
TZ4F2819,21.0,10.0,4.0,11.0,8.0,0.0,0.4761904761904762,Miranda Romero,romero.miranda@gmail.com,Laos,2020-11-15,beginner
SI9H1855,21.0,12.0,8.0,9.0,3.0,0.0,0.5714285714285714,Uriah Mclaughlin,mclaughlin.u@aol.com,Papua New Guinea,2020-10-23,expert
BA1A6947,23.0,10.0,9.0,12.0,7.0,1.0,0.4492753623188406,Sullivan Buckley,buckley.s@gmail.com,Serbia,2020-11-26,expert
GG9O9746,28.0,14.0,9.0,14.0,7.0,0.0,0.5,Sergio Wong,sergio.w@yahoo.com,Fiji,2020-12-27,expert
LU3F7321,16.0,10.0,8.0,6.0,3.0,0.0,0.625,Akira Moody,moody.a@gmail.com,Armenia,2020-12-31,intermediate
RG5N8422,18.0,10.0,8.0,8.0,5.0,0.0,0.5555555555555556,Kamila Dunn,kamila_d@outlook.com,San Marino,2020-11-26,intermediate
GN3Q5555,18.0,12.0,9.0,6.0,3.0,0.0,0.6666666666666666,Jade Mcpherson,jade.m@gmail.com,Turkey,2020-10-14,intermediate
HZ4F1846,29.0,14.0,7.0,15.0,10.0,0.0,0.4827586206896552,Patrick Mcmahon,patrick.m@gmail.com,Iceland,2020-12-06,advanced
ZH0W5182,20.0,9.0,5.0,10.0,8.0,1.0,0.4666666666666667,Dale Ware,dale.ware@yahoo.com,Israel,2020-12-29,beginner
UG7S9394,28.0,13.0,9.0,15.0,8.0,0.0,0.4642857142857143,Morgan Chang,morgan.c@gmail.com,Germany,2020-12-12,advanced
PG5I1248,19.0,5.0,2.0,14.0,8.0,0.0,0.2631578947368421,Giovani Holland,giovani.h@yahoo.com,Vanuatu,2020-12-04,beginner
AD0H1128,16.0,7.0,3.0,8.0,5.0,1.0,0.4583333333333333,Nora Hawkins,hawkins_n@yahoo.com,Vatican City,2020-08-01,beginner
XL9K8445,26.0,13.0,7.0,13.0,8.0,0.0,0.5,Genesis Gray,genesis_g@gmail.com,Kiribati,2020-12-08,advanced
LT0Y1788,27.0,12.0,10.0,15.0,11.0,0.0,0.4444444444444444,Peter Haas,haas_peter@gmail.com,Ecuador,2020-12-12,advanced
ED1S3433,19.0,7.0,4.0,12.0,11.0,0.0,0.3684210526315789,Adriel Stout,adriel_stout@outlook.com,Turkey,2020-12-29,advanced
DD3S7223,23.0,15.0,7.0,8.0,4.0,0.0,0.6521739130434783,Mckinley Clayton,clayton.m@gmail.com,Bangladesh,2020-12-30,expert
GR5A9919,24.0,15.0,11.0,9.0,6.0,0.0,0.625,Molly Rowe,rowe.molly@gmail.com,Nigeria,2020-12-15,expert
PC6Z4226,25.0,16.0,12.0,9.0,7.0,0.0,0.64,Zachery Fuentes,zachery_f@gmail.com,Venezuela,2020-12-10,expert
NL5E1257,26.0,17.0,11.0,9.0,5.0,0.0,0.6538461538461539,Willow Lawrence,willow_lawrence@yahoo.com,Armenia,2020-12-08,expert
UL9V9212,21.0,10.0,5.0,11.0,6.0,0.0,0.4761904761904762,Jonah Mcintyre,mcintyre.jonah@yahoo.com,Germany,2020-12-13,beginner
DT7Z7643,22.0,10.0,5.0,12.0,8.0,0.0,0.4545454545454545,Caroline Guzman,caroline.g@aol.com,Liberia,2020-12-29,advanced
IX8B1332,23.0,9.0,3.0,14.0,9.0,0.0,0.39130434782608703,Kaiya Swanson,kaiya.swanson@gmail.com,Mali,2020-12-23,advanced
VE3S3163,15.0,7.0,5.0,8.0,4.0,0.0,0.4666666666666667,Diya Jennings,jennings_diya@gmail.com,Myanmar (Burma),2020-12-17,intermediate
HB1D8959,22.0,12.0,6.0,10.0,5.0,0.0,0.5454545454545454,Kinsley Bowman,bowman_k@gmail.com,"Congo, Republic of the",2020-09-16,expert
HQ6U2784,28.0,14.0,10.0,13.0,9.0,1.0,0.5119047619047619,Ella Oliver,ella.o@gmail.com,Iraq,2020-12-17,expert
YD9D8824,21.0,15.0,8.0,6.0,4.0,0.0,0.7142857142857143,Ellis Kim,kim_e@gmail.com,Madagascar,2020-08-20,expert
WM6O5341,17.0,6.0,3.0,11.0,8.0,0.0,0.35294117647058826,Timothy Lucas,lucas.t@yahoo.com,Burundi,2020-11-19,beginner
QX0Z9554,20.0,10.0,5.0,10.0,4.0,0.0,0.5,Bailey Velazquez,velazquez.b@yahoo.com,Bahrain,2020-12-25,intermediate
VL3N5691,21.0,12.0,5.0,8.0,6.0,1.0,0.5873015873015873,Rafael Vaughan,vaughan.r@gmail.com,Norway,2020-12-19,intermediate
CZ2X5543,22.0,9.0,8.0,13.0,7.0,0.0,0.4090909090909091,Sarahi Huffman,sarahi.h@yahoo.com,Syria,2020-10-25,advanced
RZ1S9231,25.0,14.0,10.0,11.0,8.0,0.0,0.56,Jeremy Reeves,jeremy_reeves@outlook.com,Oman,2020-12-07,expert
JJ9C7925,23.0,12.0,5.0,11.0,8.0,0.0,0.5217391304347826,Jamal Barr,barr_jamal@yahoo.com,Vanuatu,2020-12-10,advanced
EF3G8879,19.0,6.0,6.0,13.0,8.0,0.0,0.3157894736842105,Madison Mcbride,mcbride.madison@gmail.com,Egypt,2020-12-04,beginner
ZV5Q4462,18.0,13.0,9.0,5.0,2.0,0.0,0.7222222222222222,Jovanni Herrera,jovanni_herrera@gmail.com,Nepal,2020-11-09,intermediate
CN2Z7166,26.0,17.0,11.0,9.0,6.0,0.0,0.6538461538461539,Chad Bailey,chad.bailey@gmail.com,Mauritius,2020-12-11,expert
EW0S3855,20.0,8.0,6.0,12.0,8.0,0.0,0.4,Yasmine Allen,allen.y@yahoo.com,Mali,2020-11-05,advanced
XH1I3162,19.0,9.0,5.0,10.0,6.0,0.0,0.4736842105263158,Jamie Barton,barton.j@gmail.com,Dominican Republic,2020-12-27,beginner
